Tweet,Target,Stance,Tweet Id
@Jali_Cat @ChrisMo37540912 @TimMurtaugh @mercedesschlapp @SteveScalise @Jim_Jordan @SecAzar @EricTrump @DevinNunes @VP @MarshaBlackburn @SecPompeo He probably didn’t think dr. were going to figure this out so quickly as the virus spread.,fauci,FAVOR,1282520117839101952
@thehill Right &amp; the sun shining isn’t light and the sky isn’t really there...right! Tell this to the nearly 140K of us who lost loved ones to #COVID19. There’s no way in this earth that any WH official or the president is right over,fauci,FAVOR,1282522411502452736
"@MarkSimoneNY You're guy @realDonaldTrump has to be tricked by his handlers into wearing a mask.

Good bless Trump folks are getting stupider by the day.",fauci,FAVOR,1282523353329348615
"@Wolfe321 Because they followed Fauci's advice and not Trump's.

#TrumpVirus 
#TrumpIsANationalDisgrace",fauci,FAVOR,1282523449303470080
@vanitaguptaCR Perhaps you just weren't listening to him when he spoke at the China virus briefings. Enough with the contradictions and the politically motivated crap from him &amp; the corrupt DNC media. It's time...,fauci,FAVOR,1282524493118873600
"@mmpadellan COVID-19 doesn’t care who you stand with, a point entirely lost on Trump*.",fauci,FAVOR,1282541128906993669
"@realDonaldTrump Please, Mr. President. #FireFauci,",fauci,FAVOR,1282541729229557763
"@StevenBeschloss @Rosie He should do briefings with Biden, as the guy Biden will put in charge! The ratings would drive Trump well past crazy! #TraitorTrump #TrumpVirus #TrumpPlague",fauci,FAVOR,1282543456804458498
@IAmHighOnHeels The cry of women everywhere!  #Prolife #WearAMask,fauci,FAVOR,1282550262930960385
"Remember that bloodletting was a routine treatment starting 3000 years ago, and didn’t stop until the early 19th century. Medicine is a science. As we learn we adapt and improve preventive medicine and treatment which is what Fauci has done with the NOVEL coronavirus.",fauci,FAVOR,1282552701088403456
"@OSILVA69208918 YES!! I couldn't find this, but I remembered it was somewhere! Thank you!!!",fauci,FAVOR,1282554911079702528
"@WatchChad Nope. 
Nor has he spoke like a true doctor that would advocate for vitamins, eating right, exercise or getting out in the sun. 
Why is his word the be all, end all?",fauci,FAVOR,1282555244908601344
"@realDonaldTrump @foxandfriends Lots of records falling in every state! Number of positive cases, number of people hospitalized, and number of people in intensive care! Coming soon it will be record progress in the number of deaths! 

#TrumpOwnsEveryDeath
#ResignTrump
#TrumpCrimeSyndicate",fauci,FAVOR,1282558511969210369
@DeAnna4Congress #fire him really enough he has taken the life out of so many #he dosnt deserve to be there,fauci,FAVOR,1282559965593362438
@vivek_murthy Stop. Dr Fauci is a liar and traitor. He should be in jail for treason.,fauci,FAVOR,1282564851680677889
@lisakrstin @DeAnna4Congress Dr Fauci should be in Gitmo for treason.,fauci,FAVOR,1282566169279389696
@Grandma_Boom @Tigertomjr @calijeff1 @BrokeRoca @ShlomoIndiana @SpaceForceBravo @AIIenMorrell @misshellca @QDecoder @Lovestr50361283 @V1llageLdiot @PoliticsPot @Apritions @waywardmegan15 @shinobi_tony @UsaNeedsHeroes @DigiVorr @phil_mckraken @PwrCane1 @RushvilleRockit @JackHer18731941 @mentalfloss15 @instinctnaturel @gorillastyle @_Kel_Varnsen_ @Traveler3906 @NavyGritzngravy @ziggystardad @Angel1350852961 @GOPkleptocrat @alshadowdancer @missjulialee @TrumpSugar @2tall2fall4it @Mind0verMayhem @donnnie @Ana_Ssassin19 @wanderlustered @LastLaughAemial @Fueldog1 @TravisBikle1759 @SavageSinners @MKshake_ @longislanddon @LarryIAm2020 @AnnikaHanover @TNHoHunter @Consofcooking1 @MsStarr7 Dr. Fauci is a Legend &amp; Trump is the Legend of Fools! ANY Human on Earth knows Trump is once again trying to blame #TrumpVirus on anybody else! His Many Failures are going to be a stain on the US for years to come! The GOP’s Complicity is DISGUSTING &amp; downright Criminal!,fauci,FAVOR,1282576859113361408
To people who think social distancing is a con &amp; masks are  unbiblical  Desert people (early Christians) have always covered their faces from the sand &amp; dust that blows in the wind &amp; even in the Bible ppl knew to distance themselves from ppl with leprosy. Common sense.,fauci,FAVOR,1282596932985057280
@RonaldKlain @soledadobrien He's a snake!,fauci,FAVOR,1282597412922630144
"@jonfavs Fauci said NOTHING right all along. All his “models” were wrong, all his predictions were wrong and that’s why we are in this situation! Time to say #goodbye #byefauci",fauci,FAVOR,1282607177304350721
"Who’s FedUp with All the corruption?

Let’s do this in November &amp; start Now!!

#Trump2020Landslide 
#OPENAMERICANOW 
&amp;",fauci,FAVOR,1282616692405870593
@mmpadellan I wear a mask and I stand with Dr. Fauci.,fauci,FAVOR,1282620153948180480
"@FrontierAviator @ScottMorrisonMP Withholding treatment is a crime against humanity, known treatment and can be argued in a court of law. Tic tok! Best to choose wisely!",fauci,FAVOR,1282625147845832705
@realDonaldTrump wants to list things that Dr. Fauci has had to correct due to further research on #TrumpVirus. @ProjectLincoln how about an ad of all of @potus false statements on #Covid_19. Sorry Trump I trust the Dr who's dedicated his career to viruses. #TrumpLies,fauci,FAVOR,1282627850097643520
@w_terrence Always wrong,fauci,FAVOR,1282631499318284289
@davidaxelrod Fauci is an embarrassment to science and will go down as the biggest fraud in history.,fauci,FAVOR,1282634514012024832
@washingtonpost Dems want you to ignore ACTUAL scientific data.,fauci,FAVOR,1282635750203428864
"@chuckwoolery Someone should ask #FraudyFauci if he wants the American economy permanently shut down and the Presidency cancelled with all executive power handed to Bill Gates and the China Health Organization without any due process, forever.",fauci,FAVOR,1282638206190657539
"I trust #DrFauci over @realDonaldTrump any day, in any situation, on any topic. #ScienceoverFiction #COVID19",fauci,FAVOR,1282640823608385537
@NBCNews He's not wrong.,fauci,FAVOR,1282643247664443392
I feel like other countries are on summer vacation while the US is that kid that was grounded for not following the rules. #WearAMask,fauci,FAVOR,1282645629198639106
"Maybe a mini-travel ban needs to be in place for New York or even Long Island, with NY experiencing things first it got settled but now the other states (or foreign tourists) shouldn’t be able to cause a problem again #WearAMask  #newyorktough #SocialDistancing",fauci,FAVOR,1282648915980976128
"I hope the good COVID news from New York/NYC doesn’t encourage people to be reckless. It’s been working with masks and social distancing, maintain it. Stay alert and compassionate. It’s a piece of facial cloth. Other requests would be crazy, but for now NBD #newyorktough",fauci,FAVOR,1282650486357790721
Chick Woolery is _N _SS. Calling @patsajak.... I'd like to buy a vowel. #ChuckWoolery #cdc #coronavirus,fauci,FAVOR,1282651249750560768
"@NewDay @drsanjaygupta Should we place all of our trust into one doctor, Dr. Fauci?

Follow me :chart_with_upwards_trend: @polls_unbiased :trophy:
Please :thought_balloon: retweet and :hearts: like:grey_exclamation:

#poll #USA #UnitedStates #coronavirus #CoronavirusOutbreak #COVID19",fauci,FAVOR,1282652247655092224
"Two choices....30000 foot view....one guy says, wear a mask, stay home, wash your hands......or......another guy says shoot a light up your ass.  Which do you choose?

#Fauci",fauci,FAVOR,1282655031561519106
@MikeBruno29 @chuckwoolery It never ended. @CNN always mentioned and acknowledged when crowds were/were not adhering to CDC guidelines. Switch channels...stay informed. #coronavirus,fauci,FAVOR,1282658773472083971
"The USA is 5 % of the world’s population but 26% of its Covid19 cases. Wake up America, people are dying. Wear masks!  Science over politics!",fauci,FAVOR,1282659289933524992
The US would almost certainly have weathered the pandemic better if the president had been picked at random out of a hat. #TrumpGolfsAmericansDie #TrumpKillsFlorida #COVID19,fauci,FAVOR,1282659701331824641
@realDonaldTrump attacks teachers and front line doctors during a medical crisis! It is like attacking your army while fighting a war! #COVID19 #teachers #doctors,fauci,FAVOR,1282663513320828928
"When COVID-19 hit the US in March, Donald Trump made it a blue state versus red state issue. Now that the #redstates are getting hit far harder than #bluestates ever did, Trump makes it Fauci's fault.",fauci,FAVOR,1282664830336368641
@ComeOnMan777 @w_terrence Failed Bureaucrat.,fauci,FAVOR,1282668584683008000
"@TheView Lets Recap:

- 14 Days to ""Flatten the Curve"" That was 120+ days ago
- No mask, Yes mask
- 500,000 deaths, no, 200,000, no maybe 100,000
- Hot Temperatures will kill off the virus. Nope
- Okay to Riot, but no Trump rallies. 
- Go back to school. No, stay home.",fauci,FAVOR,1282669057184010245
"@realDonaldTrump @FoxNews You killed 130k, and still calling it a hoax on twitter. Maybe fox just doesnt want to be part of the mass genocide. #RepublicansAgainstTrump, #TrumpGenocide, #CoronaDon,",fauci,FAVOR,1282669217372934144
Masks are NOT political. Science consensus changes based on evidence. Trust health experts and professionals. Don’t cause or become a statistic while you want to be selfish. Wearing a mask does not take away your liberty. #Covid_19 is no joke #WearAMask,fauci,FAVOR,1282753425613021185
"Dr. Anthony Fauci is a hero who has been a life line for many during this Covid-19 crisis. Hits guidance has been calming, informative and vital. Thank you, Dr. Fauci.",fauci,FAVOR,1282671846819860486
Raise your hand if you're sick and prefer Chuck Woolery's advice to Dr. Fauci's. I didn't think so #COVIDIOTS #Covid_19,fauci,FAVOR,1282753560875171840
"@Thomas1774Paine He has lied to the American people. Enough is enough. Do a simple test. Put on your N95 mask. Spray an aerosol scented air freshner in the air. Can you smell it(yes)? You now have COVID-19.
#MasksDontWork #CDC",fauci,FAVOR,1282672187221127169
"@AltitudeChaz Be safe out there and remember

Wearing a mask is like wearing a condom

If you don’t put it on properly, &amp; especially use a new one each time

Don’t bother using one at all

95% ppl reuse masks for days even weeks um yummy walking germ fest

Even mousy",fauci,FAVOR,1282672241738743808
"this is my nightstand, this are the medications that I have to take to control my asthma... now can you please use a mask? this is not about your comfort level is about death or life or people like me!
#COVID19 #Mask",fauci,FAVOR,1282755598463848448
"Trump use Twitter time to lead America, not talk about ratings and how the media will die when  #AmericaStrongerWithBiden gets in. Spend your time asking everyone to wear a mask, social distance, and wash your hands/use sanitizer instead of undermining Dr. Fauci.",fauci,FAVOR,1282755913728704512
"So because covid-19 is surging everywhere, the White House feels it’s best to blame Dr. Fauci who is one of the country’s most respected health officials instead of our incompetent President; everything is political",fauci,FAVOR,1282675834952847361
@AynRandPaulRyan You drink too much fluoride and lack vital oxygen to your brain. Take off your mask and breathe. It may help you gain some common sense! :woman_facepalming_light_skin_tone:,fauci,FAVOR,1282676116881276934
Fauci went with Obama in 2015 to the Wuhan lab to help deliver the millions of dollars of our tax payers dollars to fund a bat program. Now people listen to this idiot about the pandemic he helped to create! SHEEP!,fauci,FAVOR,1282756542035460096
@TONYxTWO @realDonaldTrump He is contradicting himself,fauci,FAVOR,1282756765701025794
"@mmpadellan I The Devil, stand with Fauci, only a lunatic and a pack of thieving liars wouldn’t! We had a small pox outbreak in Hell about 10 years ago, worst in a century. A little mask wearing and social distancing cleared it right up.",fauci,FAVOR,1282756853588545541
What is Trump up to today? Wearing a mask?,fauci,FAVOR,1282757351754403842
"@JoeBiden Please hire Dr. Fauci to join your team now in making weekly briefings to the general public on how we can best proceed regarding #COVID19. Fauci was silenced by Trump, however, his extraordinary knowledge and standing can still be incredibly helpful at this time!",fauci,FAVOR,1282677785585123329
#FauciIsAHero is trending. Fucking barffffffff!!! It is no measure of good health to be adjusted to a profoundly sick society!,fauci,FAVOR,1282684425453674504
"If Trump and his lot of virus deniers were on the Titanic, they'd say lifeboats were for wimps, declare icebergs a hoax, throw the captain overboard, then party as the ship sank.

Silly, silly people.",fauci,FAVOR,1282685104305901570
